Product Code,Date,Actual
1147645,M 09.2017,33588
1147645,M 10.2017,12096
1147645,M 11.2017,29340
1147645,M 12.2017,19373
1147645,M 01.2018,38880
1147645,M 02.2018,12096
1147645,M 03.2018,35280
1147645,M 04.2018,33192
1147645,M 05.2018,12096
1147645,M 06.2018,35388
1147645,M 07.2018,42372
1147645,M 08.2018,12096
1147645,M 09.2018,12096
1147645,M 10.2018,12060
1147645,M 11.2018,24192
1147645,M 12.2018,12096
1147645,M 01.2019,36288
1147645,M 02.2019,12096
1147645,M 03.2019,20160
1147645,M 04.2019,30240
1147645,M 05.2019,24876
1147645,M 06.2019,
1147645,M 07.2019,46800
1147645,M 08.2019,47484
1147645,M 09.2019,36000
1147653,M 02.2017,2988
1147653,M 03.2017,4104
1147653,M 04.2017,7740
1147653,M 05.2017,5796
1147653,M 06.2017,5976
1147653,M 07.2017,5616
1147653,M 08.2017,6696
1147653,M 09.2017,6372
1147653,M 10.2017,3996
1147653,M 11.2017,4464
1147653,M 12.2017,3240
1147653,M 01.2018,4608
1147653,M 02.2018,4356
1147653,M 03.2018,5040
1147653,M 04.2018,5940
1147653,M 05.2018,6012
1147653,M 06.2018,3384
1147653,M 07.2018,4140
1147653,M 08.2018,5184
1147653,M 09.2018,3312
1147653,M 10.2018,6768
1147653,M 11.2018,4788
1147653,M 12.2018,6084
1147653,M 01.2019,5436
1147653,M 02.2019,3384
1147653,M 03.2019,4968
1147653,M 04.2019,3420
1147653,M 05.2019,8316
1147653,M 06.2019,4320
1147653,M 07.2019,8748
1147653,M 08.2019,5544
1147653,M 09.2019,1836
1147654,M 02.2017,4644
1147654,M 03.2017,6660
1147654,M 04.2017,3096
1147654,M 05.2017,6480
1147654,M 06.2017,5976
1147654,M 07.2017,6876
1147654,M 08.2017,7056
1147654,M 09.2017,5076
1147654,M 10.2017,4572
1147654,M 11.2017,8136
1147654,M 12.2017,4968
1147654,M 01.2018,4032
1147654,M 02.2018,7524
1147654,M 03.2018,4968
1147654,M 04.2018,4536
1147654,M 05.2018,5688
1147654,M 06.2018,5688
1147654,M 07.2018,5544
1147654,M 08.2018,6300
1147654,M 09.2018,6192
1147654,M 10.2018,6444
1147654,M 11.2018,5472
1147654,M 12.2018,6156
1147654,M 01.2019,5184
1147654,M 02.2019,6045
1147654,M 03.2019,5795
1147654,M 04.2019,5544
1147654,M 05.2019,9324
1147654,M 06.2019,7380
1147654,M 07.2019,5148
1147654,M 08.2019,4320
1147654,M 09.2019,5508
1147656,M 02.2017,8064
1147656,M 03.2017,8676
1147656,M 04.2017,8712
1147656,M 05.2017,10260
1147656,M 06.2017,6732
1147656,M 07.2017,9288
1147656,M 08.2017,12204
1147656,M 09.2017,10692
1147656,M 10.2017,6768
1147656,M 11.2017,5508
1147656,M 12.2017,6840
1147656,M 01.2018,7452
1147656,M 02.2018,6660
1147656,M 03.2018,9396
1147656,M 04.2018,12348
1147656,M 05.2018,12672
1147656,M 06.2018,15732
1147656,M 07.2018,10728
1147656,M 08.2018,13860
1147656,M 09.2018,9972
1147656,M 10.2018,9360
1147656,M 11.2018,3239
1147656,M 12.2018,8905
1147656,M 01.2019,15588
1147656,M 02.2019,6696
1147656,M 03.2019,11142
1147656,M 04.2019,8964
1147656,M 05.2019,12492
1147656,M 06.2019,6840
1147656,M 07.2019,9648
1147656,M 08.2019,13392
1147656,M 09.2019,9576
1147658,M 02.2017,30769
1147658,M 03.2017,38112
1147658,M 04.2017,20208
1147658,M 05.2017,30290
1147658,M 06.2017,34658
1147658,M 07.2017,17617
1147658,M 08.2017,32161
1147658,M 09.2017,27217
1147658,M 10.2017,23136
1147658,M 11.2017,37153
1147658,M 12.2017,26977
1147658,M 01.2018,24625
1147658,M 02.2018,21216
1147658,M 03.2018,74209
1147658,M 04.2018,26352
1147658,M 05.2018,29664
1147658,M 06.2018,22368
1147658,M 07.2018,29953
1147658,M 08.2018,30242
1147658,M 09.2018,24048
1147658,M 10.2018,27697
1147658,M 11.2018,30960
1147658,M 12.2018,24336
1147658,M 01.2019,25826
1147658,M 02.2019,24384
1147658,M 03.2019,24849
1147658,M 04.2019,22272
1147658,M 05.2019,30864
1147658,M 06.2019,23520
1147658,M 07.2019,27936
1147658,M 08.2019,31488
1147658,M 09.2019,11424
1147660,M 02.2017,96240
1147660,M 03.2017,186096
1147660,M 04.2017,66864
1147660,M 05.2017,135840
1147660,M 06.2017,132288
1147660,M 07.2017,107760
1147660,M 08.2017,129408
1147660,M 09.2017,93144
1147660,M 10.2017,138480
1147660,M 11.2017,145056
1147660,M 12.2017,109056
1147660,M 01.2018,109440
1147660,M 02.2018,96624
1147660,M 03.2018,124656
1147660,M 04.2018,113136
1147660,M 05.2018,146832
1147660,M 06.2018,129864
1147660,M 07.2018,167424
1147660,M 08.2018,148560
1147660,M 09.2018,136417
1147660,M 10.2018,178608
1147660,M 11.2018,142368
1147660,M 12.2018,142176
1147660,M 01.2019,105024
1147660,M 02.2019,145824
1147660,M 03.2019,131008
1147660,M 04.2019,158640
1147660,M 05.2019,190944
1147660,M 06.2019,121968
1147660,M 07.2019,173232
1147660,M 08.2019,129408
1147660,M 09.2019,136032
1147662,M 02.2017,21216
1147662,M 03.2017,22656
1147662,M 04.2017,8976
1147662,M 05.2017,16224
1147662,M 06.2017,15840
1147662,M 07.2017,7824
1147662,M 08.2017,14496
1147662,M 09.2017,8832
1147662,M 10.2017,10704
1147662,M 11.2017,13632
1147662,M 12.2017,14304
1147662,M 01.2018,16128
1147662,M 02.2018,11088
1147662,M 03.2018,15024
1147662,M 04.2018,16512
1147662,M 05.2018,24288
1147662,M 06.2018,23376
1147662,M 07.2018,20592
1147662,M 08.2018,18288
1147662,M 09.2018,15312
1147662,M 10.2018,22560
1147662,M 11.2018,18816
1147662,M 12.2018,17328
1147662,M 01.2019,14208
1147662,M 02.2019,13440
1147662,M 03.2019,14992
1147662,M 04.2019,17088
1147662,M 05.2019,19348
1147662,M 06.2019,16896
1147662,M 07.2019,19680
1147662,M 08.2019,20592
1147662,M 09.2019,16896
1147663,M 02.2017,11916
1147663,M 03.2017,7272
1147663,M 04.2017,10368
1147663,M 05.2017,9756
1147663,M 06.2017,6625
1147663,M 07.2017,7920
1147663,M 08.2017,7044
1147663,M 09.2017,7920
1147663,M 10.2017,9324
1147663,M 11.2017,10584
1147663,M 12.2017,10548
1147663,M 01.2018,44244
1147663,M 02.2018,10332
1147663,M 03.2018,6984
1147663,M 04.2018,10008
1147663,M 05.2018,8640
1147663,M 06.2018,7956
1147663,M 07.2018,9468
1147663,M 08.2018,8244
1147663,M 09.2018,8000
1147663,M 10.2018,18000
1147663,M 11.2018,11000
1147663,M 12.2018,14000
1147663,M 01.2019,14000
1147663,M 02.2019,10000
1147663,M 03.2019,8500
1147663,M 04.2019,7560
1147663,M 05.2019,9720
1147663,M 06.2019,5796
1147663,M 07.2019,10980
1147663,M 08.2019,8964
1147663,M 09.2019,6084
1147664,M 02.2017,4560
1147664,M 03.2017,6288
1147664,M 04.2017,4272
1147664,M 05.2017,6288
1147664,M 06.2017,4513
1147664,M 07.2017,3648
1147664,M 08.2017,4560
1147664,M 09.2017,2784
1147664,M 10.2017,2544
1147664,M 11.2017,3216
1147664,M 12.2017,2592
1147664,M 01.2018,3120
1147664,M 02.2018,2640
1147664,M 03.2018,2064
1147664,M 04.2018,3072
1147664,M 05.2018,2928
1147664,M 06.2018,2256
1147664,M 07.2018,2736
1147664,M 08.2018,3169
1147664,M 09.2018,2784
1147664,M 10.2018,3456
1147664,M 11.2018,2112
1147664,M 12.2018,2616
1147664,M 01.2019,2256
1147664,M 02.2019,2400
1147664,M 03.2019,2424
1147664,M 04.2019,1680
1147664,M 05.2019,2832
1147664,M 06.2019,2304
1147664,M 07.2019,3072
1147664,M 08.2019,3024
1147664,M 09.2019,2784
1147665,M 02.2017,336
1147665,M 03.2017,912
1147665,M 04.2017,720
1147665,M 05.2017,960
1147665,M 06.2017,576
1147665,M 07.2017,288
1147665,M 08.2017,912
1147665,M 09.2017,432
1147665,M 10.2017,672
1147665,M 11.2017,480
1147665,M 12.2017,336
1147665,M 01.2018,816
1147665,M 02.2018,744
1147665,M 03.2018,360
1147665,M 04.2018,240
1147665,M 05.2018,528
1147665,M 06.2018,480
1147665,M 07.2018,288
1147665,M 08.2018,384
1147665,M 09.2018,480
1147665,M 10.2018,336
1147665,M 11.2018,384
1147665,M 12.2018,336
1147665,M 01.2019,192
1147665,M 02.2019,384
1147665,M 03.2019,304
1147665,M 04.2019,384
1147665,M 05.2019,624
1147665,M 06.2019,336
1147665,M 07.2019,288
1147665,M 08.2019,384
1147665,M 09.2019,192
1147666,M 02.2017,12000
1147666,M 03.2017,12000
1147666,M 04.2017,9120
1147666,M 05.2017,10000
1147666,M 06.2017,15000
1147666,M 07.2017,12096
1147666,M 08.2017,12000
1147666,M 09.2017,10000
1147666,M 10.2017,12000
1147666,M 11.2017,10000
1147666,M 12.2017,9312
1147666,M 01.2018,6780
1147666,M 02.2018,7000
1147666,M 03.2018,9312
1147666,M 04.2018,9312
1147666,M 05.2018,16800
1147666,M 06.2018,10000
1147666,M 07.2018,10000
1147666,M 08.2018,7632
1147666,M 09.2018,7632
1147666,M 10.2018,14000
1147666,M 11.2018,7632
1147666,M 12.2018,13000
1147666,M 01.2019,7536
1147666,M 02.2019,7500
1147666,M 03.2019,7440
1147666,M 04.2019,7440
1147666,M 05.2019,7152
1147666,M 06.2019,7152
1147666,M 07.2019,7152
1147666,M 08.2019,16032
1147666,M 09.2019,2592
1147667,M 02.2017,3651
1147667,M 03.2017,3744
1147667,M 04.2017,7056
1147667,M 05.2017,6240
1147667,M 06.2017,7296
1147667,M 07.2017,2304
1147667,M 08.2017,3840
1147667,M 09.2017,6960
1147667,M 10.2017,6960
1147667,M 11.2017,3600
1147667,M 12.2017,3504
1147667,M 01.2018,3931
1147667,M 02.2018,3534
1147667,M 03.2018,3504
1147667,M 04.2018,3600
1147667,M 05.2018,4500
1147667,M 06.2018,2000
1147667,M 07.2018,2000
1147667,M 08.2018,3168
1147667,M 09.2018,1593
1147667,M 10.2018,3072
1147667,M 11.2018,3072
1147667,M 12.2018,2256
1147667,M 01.2019,3552
1147667,M 02.2019,4500
1147667,M 03.2019,5500
1147667,M 04.2019,5136
1147667,M 05.2019,2592
1147667,M 06.2019,5184
1147667,M 07.2019,5181
1147667,M 08.2019,
1147667,M 09.2019,5616
1147668,M 02.2017,5712
1147668,M 03.2017,5424
1147668,M 04.2017,5712
1147668,M 05.2017,4656
1147668,M 06.2017,16080
1147668,M 07.2017,11279
1147668,M 08.2017,6240
1147668,M 09.2017,5712
1147668,M 10.2017,16119
1147668,M 11.2017,16119
1147668,M 12.2017,15835
1147668,M 01.2018,6000
1147668,M 02.2018,11027
1147668,M 03.2018,10836
1147668,M 04.2018,8753
1147668,M 05.2018,12016
1147668,M 06.2018,11920
1147668,M 07.2018,12093
1147668,M 08.2018,14064
1147668,M 09.2018,4464
1147668,M 10.2018,6928
1147668,M 11.2018,8188
1147668,M 12.2018,8448
1147668,M 01.2019,4224
1147668,M 02.2019,4512
1147668,M 03.2019,5728
1147668,M 04.2019,4704
1147668,M 05.2019,4704
1147668,M 06.2019,9408
1147668,M 07.2019,4704
1147668,M 08.2019,3552
1147668,M 09.2019,6336
1147669,M 02.2017,1921
1147669,M 03.2017,2832
1147669,M 04.2017,1728
1147669,M 05.2017,1968
1147669,M 06.2017,2592
1147669,M 07.2017,2112
1147669,M 08.2017,2448
1147669,M 09.2017,2160
1147669,M 10.2017,2208
1147669,M 11.2017,2496
1147669,M 12.2017,2160
1147669,M 01.2018,912
1147669,M 02.2018,1296
1147669,M 03.2018,624
1147669,M 04.2018,1104
1147669,M 05.2018,961
1147669,M 06.2018,1008
1147669,M 07.2018,864
1147669,M 08.2018,816
1147669,M 09.2018,576
1147669,M 10.2018,1056
1147669,M 11.2018,528
1147669,M 12.2018,2208
1147669,M 01.2019,2784
1147669,M 02.2019,2833
1147669,M 03.2019,2608
1147669,M 04.2019,2112
1147669,M 05.2019,2592
1147669,M 06.2019,1920
1147669,M 07.2019,2112
1147669,M 08.2019,2544
1147669,M 09.2019,2256
1147673,M 02.2017,2592
1147673,M 03.2017,2472
1147673,M 04.2017,2592
1147673,M 05.2017,4704
1147673,M 06.2017,5328
1147673,M 07.2017,6706
1147673,M 08.2017,6528
1147673,M 09.2017,6386
1147673,M 10.2017,8352
1147673,M 11.2017,4032
1147673,M 12.2017,4368
1147673,M 01.2018,2304
1147673,M 02.2018,4704
1147673,M 03.2018,2304
1147673,M 04.2018,2304
1147673,M 05.2018,4271
1147673,M 06.2018,5280
1147673,M 07.2018,5659
1147673,M 08.2018,4645
1147673,M 09.2018,3216
1147673,M 10.2018,3216
1147673,M 11.2018,2640
1147673,M 12.2018,2640
1147673,M 01.2019,5280
1147673,M 02.2019,528
1147673,M 03.2019,2049
1147673,M 04.2019,192
1147673,M 05.2019,
1147673,M 06.2019,3072
1147673,M 07.2019,
1147673,M 08.2019,2256
1147673,M 09.2019,4704
1147675,M 02.2017,5918
1147675,M 03.2017,6083
1147675,M 04.2017,7584
1147675,M 05.2017,8248
1147675,M 06.2017,6960
1147675,M 07.2017,624
1147675,M 08.2017,3456
1147675,M 09.2017,3024
1147675,M 10.2017,5040
1147675,M 11.2017,3936
1147675,M 12.2017,3936
1147675,M 01.2018,3936
1147675,M 02.2018,6288
1147675,M 03.2018,3120
1147675,M 04.2018,3120
1147675,M 05.2018,6144
1147675,M 06.2018,4100
1147675,M 07.2018,4128
1147675,M 08.2018,3339
1147675,M 09.2018,4080
1147675,M 10.2018,3168
1147675,M 11.2018,6768
1147675,M 12.2018,6624
1147675,M 01.2019,3456
1147675,M 02.2019,3456
1147675,M 03.2019,4512
1147675,M 04.2019,5808
1147675,M 05.2019,4032
1147675,M 06.2019,4032
1147675,M 07.2019,8064
1147675,M 08.2019,3216
1147675,M 09.2019,5568
1147677,M 02.2017,1776
1147677,M 03.2017,336
1147677,M 04.2017,1152
1147677,M 05.2017,1728
1147677,M 06.2017,1392
1147677,M 07.2017,1728
1147677,M 08.2017,1200
1147677,M 09.2017,1920
1147677,M 10.2017,1728
1147677,M 11.2017,960
1147677,M 12.2017,625
1147677,M 01.2018,768
1147677,M 02.2018,912
1147677,M 03.2018,864
1147677,M 04.2018,1154
1147677,M 05.2018,1104
1147677,M 06.2018,1536
1147677,M 07.2018,1488
1147677,M 08.2018,1440
1147677,M 09.2018,1296
1147677,M 10.2018,720
1147677,M 11.2018,1400
1147677,M 12.2018,624
1147677,M 01.2019,768
1147677,M 02.2019,1300
1147677,M 03.2019,2200
1147677,M 04.2019,4307
1147677,M 05.2019,2640
1147677,M 06.2019,5232
1147677,M 07.2019,2352
1147677,M 08.2019,2976
1147677,M 09.2019,2880
1147678,M 02.2017,6336
1147678,M 03.2017,22644
1147678,M 04.2017,4586
1147678,M 05.2017,17172
1147678,M 06.2017,24624
1147678,M 07.2017,4586
1147678,M 08.2017,22356
1147678,M 09.2017,15876
1147678,M 10.2017,15552
1147678,M 11.2017,15228
1147678,M 12.2017,13356
1147678,M 01.2018,13968
1147678,M 02.2018,13032
1147678,M 03.2018,14256
1147678,M 04.2018,14688
1147678,M 05.2018,18036
1147678,M 06.2018,17460
1147678,M 07.2018,21024
1147678,M 08.2018,18360
1147678,M 09.2018,16884
1147678,M 10.2018,20340
1147678,M 11.2018,16164
1147678,M 12.2018,17172
1147678,M 01.2019,17100
1147678,M 02.2019,16020
1147678,M 03.2019,16764
1147678,M 04.2019,16812
1147678,M 05.2019,18540
1147678,M 06.2019,21816
1147678,M 07.2019,34308
1147678,M 08.2019,25884
1147678,M 09.2019,23760
1147680,M 02.2017,1488
1147680,M 03.2017,3936
1147680,M 04.2017,2928
1147680,M 05.2017,2160
1147680,M 06.2017,2640
1147680,M 07.2017,2304
1147680,M 08.2017,4368
1147680,M 09.2017,4704
1147680,M 10.2017,3552
1147680,M 11.2017,2256
1147680,M 12.2017,1824
1147680,M 01.2018,1872
1147680,M 02.2018,1824
1147680,M 03.2018,624
1147680,M 04.2018,624
1147680,M 05.2018,1106
1147680,M 06.2018,624
1147680,M 07.2018,1008
1147680,M 08.2018,768
1147680,M 09.2018,720
1147680,M 10.2018,960
1147680,M 11.2018,720
1147680,M 12.2018,2928
1147680,M 01.2019,2688
1147680,M 02.2019,2544
1147680,M 03.2019,1976
1147680,M 04.2019,1872
1147680,M 05.2019,3600
1147680,M 06.2019,3216
1147680,M 07.2019,4080
1147680,M 08.2019,3744
1147680,M 09.2019,3648
1147681,M 02.2017,384
1147681,M 03.2017,1344
1147681,M 04.2017,192
1147681,M 05.2017,384
1147681,M 06.2017,720
1147681,M 07.2017,384
1147681,M 08.2017,912
1147681,M 09.2017,528
1147681,M 10.2017,2097
1147681,M 11.2017,912
1147681,M 12.2017,960
1147681,M 01.2018,481
1147681,M 02.2018,720
1147681,M 03.2018,576
1147681,M 04.2018,432
1147681,M 05.2018,914
1147681,M 06.2018,1008
1147681,M 07.2018,816
1147681,M 08.2018,1104
1147681,M 09.2018,1008
1147681,M 10.2018,816
1147681,M 11.2018,720
1147681,M 12.2018,1104
1147681,M 01.2019,768
1147681,M 02.2019,480
1147681,M 03.2019,784
1147681,M 04.2019,1418
1147681,M 05.2019,1152
1147681,M 06.2019,768
1147681,M 07.2019,1488
1147681,M 08.2019,1440
1147681,M 09.2019,1152
1147682,M 02.2017,
1147682,M 03.2017,
1147682,M 04.2017,
1147682,M 05.2017,
1147682,M 06.2017,
1147682,M 07.2017,
1147682,M 08.2017,
1147682,M 09.2017,
1147682,M 10.2017,
1147682,M 11.2017,
1147682,M 12.2017,
1147682,M 01.2018,1908
1147682,M 02.2018,2556
1147682,M 03.2018,30132
1147682,M 04.2018,4248
1147682,M 05.2018,5544
1147682,M 06.2018,12636
1147682,M 07.2018,11016
1147682,M 08.2018,9432
1147682,M 09.2018,9648
1147682,M 10.2018,14580
1147682,M 11.2018,17424
1147682,M 12.2018,10728
1147682,M 01.2019,9540
1147682,M 02.2019,14472
1147682,M 03.2019,11580
1147682,M 04.2019,6408
1147682,M 05.2019,3924
1147682,M 06.2019,3312
1147682,M 07.2019,3672
1147682,M 08.2019,4248
1147682,M 09.2019,6732
1147687,M 02.2017,
1147687,M 03.2017,
1147687,M 04.2017,
1147687,M 05.2017,
1147687,M 06.2017,
1147687,M 07.2017,
1147687,M 08.2017,
1147687,M 09.2017,
1147687,M 10.2017,6120
1147687,M 11.2017,4176
1147687,M 12.2017,6384
1147687,M 01.2018,9610
1147687,M 02.2018,7152
1147687,M 03.2018,8880
1147687,M 04.2018,11244
1147687,M 05.2018,8832
1147687,M 06.2018,4344
1147687,M 07.2018,8688
1147687,M 08.2018,12288
1147687,M 09.2018,16824
1147687,M 10.2018,18192
1147687,M 11.2018,10000
1147687,M 12.2018,10000
1147687,M 01.2019,9000
1147687,M 02.2019,26000
1147687,M 03.2019,18000
1147687,M 04.2019,9624
1147687,M 05.2019,6816
1147687,M 06.2019,
1147687,M 07.2019,2928
1147687,M 08.2019,3696
1147687,M 09.2019,2856
1147690,M 02.2017,408
1147690,M 03.2017,420
1147690,M 04.2017,336
1147690,M 05.2017,432
1147690,M 06.2017,336
1147690,M 07.2017,528
1147690,M 08.2017,540
1147690,M 09.2017,540
1147690,M 10.2017,672
1147690,M 11.2017,636
1147690,M 12.2017,720
1147690,M 01.2018,480
1147690,M 02.2018,348
1147690,M 03.2018,348
1147690,M 04.2018,420
1147690,M 05.2018,564
1147690,M 06.2018,660
1147690,M 07.2018,360
1147690,M 08.2018,684
1147690,M 09.2018,612
1147690,M 10.2018,468
1147690,M 11.2018,528
1147690,M 12.2018,516
1147690,M 01.2019,528
1147690,M 02.2019,564
1147690,M 03.2019,536
1147690,M 04.2019,552
1147690,M 05.2019,528
1147690,M 06.2019,456
1147690,M 07.2019,540
1147690,M 08.2019,492
1147690,M 09.2019,432
1147691,M 02.2017,5280
1147691,M 03.2017,16896
1147691,M 04.2017,7537
1147691,M 05.2017,7921
1147691,M 06.2017,7248
1147691,M 07.2017,1680
1147691,M 08.2017,6864
1147691,M 09.2017,6576
1147691,M 10.2017,8113
1147691,M 11.2017,10416
1147691,M 12.2017,8304
1147691,M 01.2018,19969
1147691,M 02.2018,12193
1147691,M 03.2018,11425
1147691,M 04.2018,12433
1147691,M 05.2018,14016
1147691,M 06.2018,11736
1147691,M 07.2018,19393
1147691,M 08.2018,14208
1147691,M 09.2018,15312
1147691,M 10.2018,13824
1147691,M 11.2018,13008
1147691,M 12.2018,14737
1147691,M 01.2019,17136
1147691,M 02.2019,13536
1147691,M 03.2019,15136
1147691,M 04.2019,13440
1147691,M 05.2019,15504
1147691,M 06.2019,12432
1147691,M 07.2019,6288
1147691,M 08.2019,12960
1147691,M 09.2019,12768
1147692,M 02.2017,16464
1147692,M 03.2017,37779
1147692,M 04.2017,23208
1147692,M 05.2017,34224
1147692,M 06.2017,25825
1147692,M 07.2017,16705
1147692,M 08.2017,30627
1147692,M 09.2017,24193
1147692,M 10.2017,32162
1147692,M 11.2017,32021
1147692,M 12.2017,27601
1147692,M 01.2018,31921
1147692,M 02.2018,24432
1147692,M 03.2018,28322
1147692,M 04.2018,24144
1147692,M 05.2018,26689
1147692,M 06.2018,25969
1147692,M 07.2018,27072
1147692,M 08.2018,29184
1147692,M 09.2018,23760
1147692,M 10.2018,28945
1147692,M 11.2018,22368
1147692,M 12.2018,32016
1147692,M 01.2019,21984
1147692,M 02.2019,25873
1147692,M 03.2019,26624
1147692,M 04.2019,25056
1147692,M 05.2019,21408
1147692,M 06.2019,21168
1147692,M 07.2019,13776
1147692,M 08.2019,20640
1147692,M 09.2019,31920
1147694,M 02.2017,
1147694,M 03.2017,
1147694,M 04.2017,
1147694,M 05.2017,
1147694,M 06.2017,44050
1147694,M 07.2017,24072
1147694,M 08.2017,23256
1147694,M 09.2017,21816
1147694,M 10.2017,10992
1147694,M 11.2017,8808
1147694,M 12.2017,24072
1147694,M 01.2018,216
1147694,M 02.2018,26640
1147694,M 03.2018,4992
1147694,M 04.2018,31320
1147694,M 05.2018,11376
1147694,M 06.2018,18984
1147694,M 07.2018,21576
1147694,M 08.2018,20352
1147694,M 09.2018,15840
1147694,M 10.2018,26424
1147694,M 11.2018,35448
1147694,M 12.2018,27696
1147694,M 01.2019,18216
1147694,M 02.2019,15024
1147694,M 03.2019,20312
1147694,M 04.2019,10080
1147694,M 05.2019,28968
1147694,M 06.2019,6960
1147694,M 07.2019,24312
1147694,M 08.2019,19536
1147694,M 09.2019,16248
1147703,M 02.2017,4608
1147703,M 03.2017,5796
1147703,M 04.2017,5760
1147703,M 05.2017,10584
1147703,M 06.2017,10800
1147703,M 07.2017,8316
1147703,M 08.2017,7704
1147703,M 09.2017,7632
1147703,M 10.2017,10584
1147703,M 11.2017,4428
1147703,M 12.2017,6768
1147703,M 01.2018,4428
1147703,M 02.2018,6732
1147703,M 03.2018,9108
1147703,M 04.2018,6984
1147703,M 05.2018,8928
1147703,M 06.2018,9900
1147703,M 07.2018,6192
1147703,M 08.2018,14652
1147703,M 09.2018,16452
1147703,M 10.2018,7812
1147703,M 11.2018,13428
1147703,M 12.2018,12816
1147703,M 01.2019,14148
1147703,M 02.2019,19656
1147703,M 03.2019,15540
1147703,M 04.2019,6948
1147703,M 05.2019,1476
1147703,M 06.2019,4032
1147703,M 07.2019,11016
1147703,M 08.2019,5688
1147703,M 09.2019,6516
1147704,M 02.2017,1584
1147704,M 03.2017,2448
1147704,M 04.2017,1764
1147704,M 05.2017,2160
1147704,M 06.2017,1404
1147704,M 07.2017,1620
1147704,M 08.2017,2016
1147704,M 09.2017,2448
1147704,M 10.2017,2664
1147704,M 11.2017,1116
1147704,M 12.2017,1404
1147704,M 01.2018,4542
1147704,M 02.2018,1512
1147704,M 03.2018,1548
1147704,M 04.2018,4542
1147704,M 05.2018,4542
1147704,M 06.2018,1512
1147704,M 07.2018,4542
1147704,M 08.2018,4542
1147704,M 09.2018,4542
1147704,M 10.2018,4542
1147704,M 11.2018,4542
1147704,M 12.2018,4542
1147704,M 01.2019,4542
1147704,M 02.2019,4542
1147704,M 03.2019,4542
1147704,M 04.2019,16632
1147704,M 05.2019,35604
1147704,M 06.2019,12960
1147704,M 07.2019,16488
1147704,M 08.2019,9576
1147704,M 09.2019,10337
1147705,M 02.2017,2772
1147705,M 03.2017,3060
1147705,M 04.2017,1908
1147705,M 05.2017,2628
1147705,M 06.2017,3060
1147705,M 07.2017,2736
1147705,M 08.2017,3312
1147705,M 09.2017,3636
1147705,M 10.2017,3024
1147705,M 11.2017,2592
1147705,M 12.2017,2376
1147705,M 01.2018,2232
1147705,M 02.2018,2520
1147705,M 03.2018,2412
1147705,M 04.2018,2160
1147705,M 05.2018,3132
1147705,M 06.2018,2268
1147705,M 07.2018,2988
1147705,M 08.2018,3528
1147705,M 09.2018,3096
1147705,M 10.2018,3168
1147705,M 11.2018,3384
1147705,M 12.2018,3132
1147705,M 01.2019,2520
1147705,M 02.2019,2700
1147705,M 03.2019,2784
1147705,M 04.2019,2016
1147705,M 05.2019,3492
1147705,M 06.2019,2592
1147705,M 07.2019,2916
1147705,M 08.2019,3240
1147705,M 09.2019,3132
1147706,M 02.2017,21723
1147706,M 03.2017,16668
1147706,M 04.2017,7776
1147706,M 05.2017,13500
1147706,M 06.2017,17640
1147706,M 07.2017,13032
1147706,M 08.2017,15984
1147706,M 09.2017,15084
1147706,M 10.2017,8640
1147706,M 11.2017,11196
1147706,M 12.2017,17568
1147706,M 01.2018,9684
1147706,M 02.2018,11232
1147706,M 03.2018,10728
1147706,M 04.2018,12708
1147706,M 05.2018,14940
1147706,M 06.2018,14076
1147706,M 07.2018,11916
1147706,M 08.2018,15264
1147706,M 09.2018,15156
1147706,M 10.2018,13176
1147706,M 11.2018,12096
1147706,M 12.2018,10656
1147706,M 01.2019,14256
1147706,M 02.2019,12600
1147706,M 03.2019,12504
1147706,M 04.2019,29196
1147706,M 05.2019,14472
1147706,M 06.2019,7920
1147706,M 07.2019,16632
1147706,M 08.2019,23292
1147706,M 09.2019,14976
1147709,M 02.2017,8748
1147709,M 03.2017,11556
1147709,M 04.2017,13458
1147709,M 05.2017,13458
1147709,M 06.2017,8064
1147709,M 07.2017,4104
1147709,M 08.2017,13458
1147709,M 09.2017,1620
1147709,M 10.2017,2556
1147709,M 11.2017,5940
1147709,M 12.2017,4680
1147709,M 01.2018,7524
1147709,M 02.2018,4212
1147709,M 03.2018,4212
1147709,M 04.2018,7524
1147709,M 05.2018,7848
1147709,M 06.2018,5940
1147709,M 07.2018,7056
1147709,M 08.2018,13458
1147709,M 09.2018,324
1147709,M 10.2018,1188
1147709,M 11.2018,4068
1147709,M 12.2018,3924
1147709,M 01.2019,6264
1147709,M 02.2019,6012
1147709,M 03.2019,5400
1147709,M 04.2019,4356
1147709,M 05.2019,10116
1147709,M 06.2019,9144
1147709,M 07.2019,8640
1147709,M 08.2019,4500
1147709,M 09.2019,8856
1147714,M 02.2017,4320
1147714,M 03.2017,4320
1147714,M 04.2017,5184
1147714,M 05.2017,4320
1147714,M 06.2017,3456
1147714,M 07.2017,3456
1147714,M 08.2017,5184
1147714,M 09.2017,4320
1147714,M 10.2017,4032
1147714,M 11.2017,4320
1147714,M 12.2017,3456
1147714,M 01.2018,3456
1147714,M 02.2018,4320
1147714,M 03.2018,5184
1147714,M 04.2018,5184
1147714,M 05.2018,3456
1147714,M 06.2018,4320
1147714,M 07.2018,4320
1147714,M 08.2018,5184
1147714,M 09.2018,864
1147714,M 10.2018,8163
1147714,M 11.2018,1728
1147714,M 12.2018,3456
1147714,M 01.2019,4320
1147714,M 02.2019,4212
1147714,M 03.2019,3996
